Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2051,Data Analytcis Course,181.0,3063.0,191.03,15.0,4.0,2.209944751381215,1125.0,2024-11-21,Hyderabad,desktop,data anaytics training
A2052,DataAnalyticsCourse,156.0,3273.0,245.27,30.0,8.0,5.128205128205128,1505.0,2024-11-05,Hyderabad,Tablet,learn data analytics
A2053,Data Analytcis Course,128.0,4314.0,181.68,28.0,5.0,3.90625,1456.0,2024-11-25,Hyderabad,MOBILE,analytics for data
A2054,DataAnalyticsCourse,133.0,5945.0,223.43,16.0,6.0,4.511278195488721,1329.0,2024-11-16,Hyderabad,Tablet,data anaytics training
A2059,Data Analytcis Course,110.0,4394.0,194.23,28.0,3.0,2.727272727272727,1394.0,2024-11-25,Hyderabad,TABLET,analytics for data
A2066,Data Analytcis Course,83.0,4883.0,228.3,29.0,10.0,12.048192771084338,1456.0,2024-11-07,Hyderabad,mobile,learn data analytics
A2067,Data Analytcis Course,187.0,4753.0,236.03,13.0,3.0,1.6042780748663104,1906.0,2024-11-18,Hyderabad,DESKTOP,data analitics online
A2068,Data Anlytics Corse,81.0,5653.0,245.33,23.0,8.0,9.876543209876543,1248.0,2024-11-26,Hyderabad,Mobile,data analitics online
A2072,Data Analytics Corse,128.0,5043.0,231.72,26.0,8.0,6.25,1508.0,2024-11-26,Hyderabad,TABLET,analytics for data
A2073,Data Analytcis Course,195.0,4529.0,200.36,25.0,7.0,3.5897435897435894,1343.0,2024-11-30,Hyderabad,TABLET,data anaytics training
A2074,Data Analytcis Course,160.0,5751.0,215.57,28.0,4.0,2.5,1802.0,2024-11-22,Hyderabad,Mobile,learn data analytics
A2075,DataAnalyticsCourse,176.0,4518.0,237.95,17.0,10.0,5.681818181818182,1933.0,2024-11-11,Hyderabad,desktop,analytics for data
A2079,Data Anlytics Corse,138.0,5506.0,192.89,27.0,6.0,4.3478260869565215,1261.0,2024-11-02,Hyderabad,tablet,learn data analytics
A2086,Data Analytics Corse,108.0,5448.0,230.17,12.0,10.0,9.25925925925926,1039.0,2024-11-19,Hyderabad,DESKTOP,data analytics course
A2087,Data Anlytics Corse,137.0,5261.0,196.48,23.0,5.0,3.64963503649635,1227.0,2024-11-26,Hyderabad,Tablet,data anaytics training
A2088,Data Analytics Corse,131.0,4507.0,209.38,16.0,9.0,6.870229007633588,1645.0,2024-11-12,Hyderabad,Mobile,data analitics online
A2089,Data Analytcis Course,80.0,3760.0,236.82,13.0,4.0,5.0,1927.0,2024-11-21,Hyderabad,Desktop,learn data analytics
A2090,Data Analytics Corse,114.0,4157.0,248.56,10.0,7.0,6.140350877192982,1671.0,2024-11-10,Hyderabad,DESKTOP,analytics for data
A2092,Data Analytcis Course,168.0,4068.0,233.54,23.0,5.0,2.976190476190476,1636.0,2024-11-27,Hyderabad,MOBILE,analytics for data
A2095,Data Anlytics Corse,103.0,4885.0,221.05,21.0,10.0,9.70873786407767,1505.0,2024-11-25,Hyderabad,Mobile,online data analytic
A2096,Data Analytics Corse,140.0,5859.0,211.08,26.0,9.0,6.428571428571428,1276.0,2024-11-15,Hyderabad,DESKTOP,data anaytics training
A2103,Data Analytcis Course,140.0,3692.0,243.6,30.0,4.0,2.857142857142857,1954.0,2024-11-01,Hyderabad,mobile,analytics for data
A2106,DataAnalyticsCourse,101.0,3401.0,194.12,27.0,3.0,2.9702970297029703,1721.0,2024-11-11,Hyderabad,Mobile,learn data analytics
A2110,Data Analytcis Course,188.0,4447.0,234.18,14.0,8.0,4.25531914893617,1449.0,2024-11-17,Hyderabad,Mobile,analytics for data
A2112,Data Analytcis Course,177.0,4230.0,213.46,15.0,4.0,2.2598870056497176,1389.0,2024-11-06,Hyderabad,Desktop,analytics for data
A2117,Data Analytics Corse,140.0,4833.0,193.96,23.0,9.0,6.428571428571428,1987.0,2024-11-16,Hyderabad,mobile,online data analytic
A2122,Data Anlytics Corse,184.0,3908.0,240.68,15.0,7.0,3.804347826086957,1332.0,2024-11-23,Hyderabad,Tablet,analytics for data
A2123,Data Anlytics Corse,116.0,3380.0,196.75,23.0,9.0,7.758620689655173,1434.0,2024-11-06,Hyderabad,Mobile,analytics for data
A2124,Data Analytcis Course,152.0,3948.0,189.73,17.0,5.0,3.289473684210526,1851.0,2024-11-26,Hyderabad,mobile,analytics for data
A2126,Data Anlytics Corse,115.0,5836.0,233.52,21.0,6.0,5.217391304347826,1301.0,2024-11-08,Hyderabad,MOBILE,learn data analytics
A2128,Data Anlytics Corse,88.0,5781.0,246.82,21.0,6.0,6.8181818181818175,1020.0,2024-11-25,Hyderabad,Tablet,data analitics online
A2136,Data Analytics Corse,172.0,4349.0,243.53,28.0,5.0,2.9069767441860463,1195.0,2024-11-13,Hyderabad,Tablet,online data analytic
A2140,Data Anlytics Corse,127.0,4634.0,218.04,26.0,7.0,5.511811023622047,1410.0,2024-11-02,Hyderabad,tablet,learn data analytics
A2143,Data Analytcis Course,161.0,5749.0,203.25,12.0,4.0,2.484472049689441,1505.0,2024-11-28,Hyderabad,tablet,online data analytic
A2144,Data Analytics Corse,157.0,5483.0,245.31,24.0,6.0,3.821656050955414,1505.0,2024-11-22,Hyderabad,Mobile,analytics for data
A2147,Data Analytics Corse,165.0,5937.0,220.65,23.0,6.0,3.6363636363636362,1576.0,2024-11-04,Hyderabad,MOBILE,analytics for data
A2150,DataAnalyticsCourse,134.0,4506.0,220.09,13.0,5.0,3.731343283582089,1745.0,2024-11-29,Hyderabad,Mobile,data analitics online
A2151,Data Analytics Corse,142.0,3147.0,190.93,13.0,5.0,3.5211267605633805,1740.0,2024-11-05,Hyderabad,Mobile,learn data analytics
A2154,Data Anlytics Corse,171.0,4855.0,235.23,25.0,6.0,3.508771929824561,1505.0,2024-11-21,Hyderabad,Desktop,data analytics course
A2155,Data Analytics Corse,97.0,4674.0,221.39,15.0,10.0,10.309278350515463,1332.0,2024-11-07,Hyderabad,tablet,data analytics course
A2157,Data Anlytics Corse,129.0,5839.0,213.72,10.0,6.0,4.651162790697675,1476.0,2024-11-18,Hyderabad,DESKTOP,analytics for data
A2158,Data Analytcis Course,178.0,3943.0,217.96,29.0,6.0,3.3707865168539324,1037.0,2024-11-15,Hyderabad,Mobile,learn data analytics
A2160,DataAnalyticsCourse,156.0,4196.0,192.96,11.0,5.0,3.205128205128205,1504.0,2024-11-26,Hyderabad,mobile,learn data analytics
A2163,Data Analytics Corse,156.0,5509.0,185.39,29.0,4.0,2.564102564102564,1649.0,2024-11-18,Hyderabad,MOBILE,data analitics online
A2167,DataAnalyticsCourse,156.0,3315.0,223.22,14.0,10.0,6.41025641025641,1581.0,2024-11-20,Hyderabad,Mobile,online data analytic
A2170,Data Anlytics Corse,167.0,4507.0,244.62,11.0,9.0,5.389221556886228,1465.0,2024-11-10,Hyderabad,TABLET,data analitics online
A2175,Data Analytics Corse,125.0,4528.0,186.6,10.0,9.0,7.199999999999999,1167.0,2024-11-06,Hyderabad,DESKTOP,data anaytics training
A2176,Data Analytcis Course,81.0,3946.0,202.95,10.0,7.0,8.641975308641975,1970.0,2024-11-27,Hyderabad,Mobile,data anaytics training
A2177,DataAnalyticsCourse,112.0,4486.0,249.23,28.0,3.0,2.6785714285714284,1572.0,2024-11-26,Hyderabad,DESKTOP,analytics for data
A2183,Data Analytics Corse,100.0,5970.0,224.79,13.0,9.0,9.0,1895.0,2024-11-15,Hyderabad,MOBILE,data anaytics training
A2185,Data Analytics Corse,130.0,3715.0,243.34,12.0,8.0,6.153846153846154,1482.0,2024-11-01,Hyderabad,DESKTOP,data analitics online
A2190,Data Analytics Corse,145.0,5761.0,202.07,17.0,3.0,2.0689655172413794,1037.0,2024-11-13,Hyderabad,Mobile,data analitics online
A2192,DataAnalyticsCourse,86.0,5238.0,217.28,13.0,3.0,3.488372093023256,1610.0,2024-11-22,Hyderabad,DESKTOP,data analitics online
A2193,Data Anlytics Corse,115.0,5116.0,227.76,24.0,3.0,2.608695652173913,1748.0,2024-11-15,Hyderabad,desktop,learn data analytics
A2195,Data Anlytics Corse,178.0,3461.0,238.96,16.0,5.0,2.8089887640449436,1321.0,2024-11-16,Hyderabad,mobile,learn data analytics
A2200,Data Anlytics Corse,97.0,5552.0,228.97,14.0,6.0,6.185567010309279,1304.0,2024-11-07,Hyderabad,DESKTOP,analytics for data
A2201,Data Analytcis Course,155.0,3662.0,208.16,23.0,4.0,2.5806451612903225,1913.0,2024-11-27,Hyderabad,desktop,online data analytic
A2203,Data Anlytics Corse,181.0,3647.0,227.37,30.0,6.0,3.314917127071823,1412.0,2024-11-30,Hyderabad,Desktop,data analytics course
A2207,DataAnalyticsCourse,191.0,3333.0,187.71,13.0,5.0,2.6178010471204187,1360.0,2024-11-26,Hyderabad,Desktop,learn data analytics
A2208,Data Analytics Corse,101.0,4435.0,222.49,11.0,10.0,9.900990099009901,1277.0,2024-11-21,Hyderabad,MOBILE,data anaytics training
A2209,Data Analytcis Course,152.0,5204.0,210.28,11.0,7.0,4.605263157894736,1505.0,2024-11-23,Hyderabad,MOBILE,online data analytic
A2212,Data Analytics Corse,199.0,5895.0,239.59,21.0,4.0,2.0100502512562812,1592.0,2024-11-30,Hyderabad,mobile,data anaytics training
A2213,DataAnalyticsCourse,141.0,4039.0,205.8,28.0,6.0,4.25531914893617,1220.0,2024-11-08,Hyderabad,DESKTOP,data analitics online
A2214,Data Analytcis Course,131.0,4773.0,215.36,26.0,7.0,5.343511450381679,1363.0,2024-11-08,Hyderabad,tablet,data analitics online
A2217,Data Anlytics Corse,149.0,3323.0,197.76,23.0,4.0,2.684563758389262,1181.0,2024-11-17,Hyderabad,MOBILE,data analitics online
A2218,Data Analytics Corse,112.0,3870.0,215.05,26.0,6.0,5.357142857142857,1483.0,2024-11-03,Hyderabad,desktop,learn data analytics
A2221,DataAnalyticsCourse,83.0,5066.0,236.91,22.0,7.0,8.433734939759036,1505.0,2024-11-21,Hyderabad,DESKTOP,learn data analytics
A2222,Data Analytcis Course,127.0,5947.0,209.67,27.0,3.0,2.3622047244094486,1155.0,2024-11-28,Hyderabad,Desktop,learn data analytics
A2226,Data Analytcis Course,147.0,5228.0,210.94,12.0,9.0,6.122448979591836,1784.0,2024-11-28,Hyderabad,Desktop,data anaytics training
A2228,DataAnalyticsCourse,196.0,3440.0,212.98,15.0,5.0,2.5510204081632653,1539.0,2024-11-26,Hyderabad,TABLET,learn data analytics
A2229,Data Anlytics Corse,87.0,3031.0,234.25,17.0,7.0,8.045977011494253,1167.0,2024-11-05,Hyderabad,Desktop,data analitics online
A2230,DataAnalyticsCourse,151.0,5957.0,188.22,15.0,8.0,5.298013245033113,1468.0,2024-11-25,Hyderabad,tablet,analytics for data
A2233,Data Analytics Corse,128.0,3341.0,185.57,25.0,5.0,3.90625,1516.0,2024-11-20,Hyderabad,TABLET,online data analytic
A2235,Data Anlytics Corse,104.0,3696.0,206.54,28.0,7.0,6.730769230769231,1985.0,2024-11-11,Hyderabad,desktop,data anaytics training
A2238,Data Anlytics Corse,198.0,5260.0,205.53,13.0,10.0,5.05050505050505,1766.0,2024-11-12,Hyderabad,Desktop,analytics for data
A2248,DataAnalyticsCourse,81.0,5843.0,209.54,10.0,9.0,11.11111111111111,1979.0,2024-11-09,Hyderabad,tablet,data anaytics training
A2251,Data Anlytics Corse,84.0,4463.0,198.44,17.0,3.0,3.571428571428571,1110.0,2024-11-02,Hyderabad,MOBILE,analytics for data
A2252,Data Anlytics Corse,119.0,4610.0,222.7,18.0,3.0,2.5210084033613445,1473.0,2024-11-18,Hyderabad,desktop,data analitics online
A2257,Data Analytcis Course,175.0,5392.0,187.74,17.0,9.0,5.142857142857142,1015.0,2024-11-21,Hyderabad,Tablet,data analitics online
A2260,DataAnalyticsCourse,126.0,4507.0,201.56,27.0,10.0,7.936507936507936,1122.0,2024-11-21,Hyderabad,Desktop,analytics for data
A2263,DataAnalyticsCourse,152.0,4092.0,196.66,10.0,5.0,3.289473684210526,1396.0,2024-11-11,Hyderabad,Desktop,analytics for data
A2272,Data Analytics Corse,175.0,5924.0,223.3,14.0,3.0,1.7142857142857144,1505.0,2024-11-04,Hyderabad,mobile,analytics for data
A2273,DataAnalyticsCourse,97.0,3558.0,195.5,13.0,3.0,3.0927835051546393,1544.0,2024-11-11,Hyderabad,Desktop,data analytics course
A2274,Data Analytics Corse,159.0,4208.0,236.75,13.0,8.0,5.031446540880504,1849.0,2024-11-16,Hyderabad,Tablet,data anaytics training
A2278,DataAnalyticsCourse,83.0,5247.0,231.04,27.0,3.0,3.614457831325301,1636.0,2024-11-04,Hyderabad,desktop,data analitics online
A2288,Data Analytics Corse,99.0,3051.0,215.57,18.0,6.0,6.0606060606060606,1762.0,2024-11-29,Hyderabad,MOBILE,online data analytic
A2289,Data Analytcis Course,170.0,5286.0,190.65,22.0,7.0,4.117647058823529,1110.0,2024-11-09,Hyderabad,Desktop,data analitics online
A2301,Data Analytics Corse,94.0,4242.0,208.78,14.0,5.0,5.319148936170213,1122.0,2024-11-17,Hyderabad,TABLET,learn data analytics
A2302,Data Analytcis Course,119.0,5530.0,205.75,25.0,9.0,7.563025210084033,1725.0,2024-11-14,Hyderabad,MOBILE,analytics for data
A2306,Data Anlytics Corse,151.0,4805.0,241.95,22.0,3.0,1.9867549668874174,1571.0,2024-11-03,Hyderabad,Tablet,online data analytic
A2307,Data Analytcis Course,133.0,4474.0,198.99,10.0,7.0,5.263157894736842,1394.0,2024-11-03,Hyderabad,MOBILE,online data analytic
A2308,Data Analytics Corse,105.0,5151.0,188.18,14.0,9.0,8.571428571428571,1595.0,2024-11-03,Hyderabad,tablet,online data analytic
A2321,Data Anlytics Corse,138.0,4699.0,202.54,26.0,9.0,6.521739130434782,1133.0,2024-11-25,Hyderabad,Tablet,online data analytic
A2322,Data Analytics Corse,96.0,3730.0,217.61,16.0,4.0,4.166666666666666,1283.0,2024-11-07,Hyderabad,Desktop,analytics for data
A2323,DataAnalyticsCourse,127.0,5221.0,226.67,17.0,3.0,2.3622047244094486,1384.0,2024-11-03,Hyderabad,tablet,data anaytics training
A2324,Data Analytcis Course,92.0,3299.0,188.58,11.0,9.0,9.782608695652174,1678.0,2024-11-27,Hyderabad,Desktop,data analitics online
A2331,Data Analytics Corse,105.0,5156.0,201.01,25.0,10.0,9.523809523809524,1472.0,2024-11-11,Hyderabad,Desktop,analytics for data
A2335,Data Analytcis Course,156.0,3218.0,235.69,28.0,6.0,3.8461538461538463,1289.0,2024-11-16,Hyderabad,Tablet,data analitics online
A2337,DataAnalyticsCourse,177.0,3592.0,205.25,29.0,9.0,5.084745762711865,1271.0,2024-11-15,Hyderabad,Desktop,data anaytics training
A2340,Data Analytcis Course,178.0,4507.0,203.6,12.0,3.0,1.6853932584269662,1155.0,2024-11-02,Hyderabad,tablet,analytics for data
A2347,Data Anlytics Corse,162.0,5103.0,188.15,13.0,9.0,5.555555555555555,1264.0,2024-11-28,Hyderabad,MOBILE,analytics for data
A2350,Data Analytcis Course,185.0,4070.0,200.95,21.0,5.0,2.7027027027027026,1503.0,2024-11-07,Hyderabad,MOBILE,online data analytic
A2357,Data Analytics Corse,130.0,3332.0,202.06,14.0,5.0,3.8461538461538463,1184.0,2024-11-14,Hyderabad,DESKTOP,online data analytic
A2358,Data Analytcis Course,92.0,4082.0,186.29,25.0,5.0,5.434782608695652,1046.0,2024-11-24,Hyderabad,TABLET,online data analytic
A2360,DataAnalyticsCourse,193.0,5263.0,240.5,18.0,6.0,3.1088082901554404,1670.0,2024-11-21,Hyderabad,TABLET,online data analytic
A2364,Data Analytcis Course,85.0,3077.0,200.16,11.0,10.0,11.76470588235294,1876.0,2024-11-23,Hyderabad,MOBILE,analytics for data
A2368,Data Analytics Corse,140.0,4315.0,196.3,24.0,5.0,3.571428571428571,1364.0,2024-11-26,Hyderabad,Mobile,data analytics course
A2370,DataAnalyticsCourse,197.0,3174.0,215.57,22.0,7.0,3.5532994923857872,1527.0,2024-11-14,Hyderabad,tablet,data analitics online
A2372,DataAnalyticsCourse,90.0,3526.0,211.39,10.0,3.0,3.3333333333333335,1395.0,2024-11-20,Hyderabad,desktop,online data analytic
A2373,Data Analytics Corse,149.0,3192.0,215.57,20.0,4.0,2.684563758389262,1708.0,2024-11-14,Hyderabad,TABLET,online data analytic
A2379,Data Analytics Corse,194.0,5509.0,235.45,18.0,5.0,2.5773195876288657,1025.0,2024-11-12,Hyderabad,Tablet,online data analytic
A2386,Data Anlytics Corse,154.0,3312.0,203.23,16.0,5.0,3.2467532467532463,1977.0,2024-11-04,Hyderabad,Desktop,data anaytics training
A2391,Data Analytics Corse,197.0,5921.0,214.97,18.0,6.0,3.0456852791878175,1975.0,2024-11-14,Hyderabad,DESKTOP,learn data analytics
A2394,Data Anlytics Corse,111.0,4647.0,247.0,15.0,4.0,3.6036036036036037,1601.0,2024-11-29,Hyderabad,Desktop,learn data analytics
A2400,Data Anlytics Corse,174.0,4334.0,186.29,12.0,4.0,2.2988505747126435,1457.0,2024-11-22,Hyderabad,mobile,analytics for data
A2401,Data Analytcis Course,91.0,4038.0,197.15,23.0,6.0,6.593406593406594,1000.0,2024-11-29,Hyderabad,mobile,data analitics online
A2403,Data Analytcis Course,140.0,5803.0,203.03,16.0,8.0,5.714285714285714,1397.0,2024-11-30,Hyderabad,MOBILE,analytics for data
A2405,Data Analytcis Course,189.0,4809.0,225.32,27.0,10.0,5.291005291005291,1324.0,2024-11-18,Hyderabad,Mobile,analytics for data
A2407,Data Analytcis Course,159.0,3401.0,222.71,18.0,3.0,1.8867924528301887,1849.0,2024-11-05,Hyderabad,Desktop,data analitics online
A2408,Data Analytcis Course,175.0,5561.0,231.96,20.0,8.0,4.571428571428571,1174.0,2024-11-14,Hyderabad,MOBILE,data analytics course
A2409,DataAnalyticsCourse,175.0,5720.0,243.8,17.0,6.0,3.428571428571429,1505.0,2024-11-26,Hyderabad,desktop,data analitics online
A2411,Data Analytcis Course,146.0,5871.0,218.69,30.0,4.0,2.73972602739726,1505.0,2024-11-22,Hyderabad,desktop,learn data analytics
A2415,Data Analytcis Course,192.0,5720.0,243.11,30.0,9.0,4.6875,1555.0,2024-11-02,Hyderabad,Mobile,online data analytic
A2419,DataAnalyticsCourse,169.0,4507.0,180.58,30.0,7.0,4.142011834319527,1661.0,2024-11-26,Hyderabad,mobile,data anaytics training
A2420,Data Analytics Corse,146.0,5173.0,234.26,20.0,7.0,4.794520547945205,1089.0,2024-11-28,Hyderabad,MOBILE,online data analytic
A2423,Data Anlytics Corse,90.0,5319.0,208.19,13.0,7.0,7.777777777777778,1719.0,2024-11-26,Hyderabad,tablet,data anaytics training
A2425,Data Analytcis Course,125.0,3458.0,180.49,19.0,3.0,2.4,1754.0,2024-11-09,Hyderabad,TABLET,data analitics online
A2428,Data Analytcis Course,198.0,5718.0,194.37,13.0,8.0,4.040404040404041,1118.0,2024-11-16,Hyderabad,Tablet,data anaytics training
A2430,Data Analytics Corse,158.0,4953.0,243.07,20.0,8.0,5.063291139240507,1955.0,2024-11-04,Hyderabad,Tablet,learn data analytics
A2433,Data Analytics Corse,198.0,5860.0,185.25,24.0,9.0,4.545454545454546,1950.0,2024-11-01,Hyderabad,Tablet,data anaytics training
A2435,Data Anlytics Corse,193.0,5831.0,215.57,24.0,5.0,2.5906735751295336,1265.0,2024-11-14,Hyderabad,mobile,online data analytic
A2443,Data Analytcis Course,81.0,4404.0,239.62,11.0,4.0,4.938271604938271,1814.0,2024-11-21,Hyderabad,Mobile,data analytics course
A2454,Data Analytics Corse,189.0,5060.0,236.54,26.0,7.0,3.7037037037037033,1877.0,2024-11-10,Hyderabad,Mobile,data anaytics training
A2459,Data Analytics Corse,105.0,4236.0,180.2,12.0,7.0,6.666666666666667,1505.0,2024-11-24,Hyderabad,MOBILE,learn data analytics
A2462,Data Anlytics Corse,198.0,4773.0,202.54,17.0,10.0,5.05050505050505,1082.0,2024-11-19,Hyderabad,Mobile,data analitics online
A2466,Data Analytcis Course,139.0,5879.0,197.9,24.0,4.0,2.877697841726619,1476.0,2024-11-05,Hyderabad,mobile,data analytics course
A2469,DataAnalyticsCourse,192.0,4850.0,235.42,22.0,10.0,5.208333333333334,1124.0,2024-11-14,Hyderabad,Desktop,analytics for data
A2474,Data Analytcis Course,140.0,3215.0,191.22,30.0,7.0,5.0,1588.0,2024-11-23,Hyderabad,desktop,analytics for data
A2478,Data Analytcis Course,140.0,3009.0,195.17,20.0,6.0,4.285714285714286,1083.0,2024-11-23,Hyderabad,Tablet,data analitics online
A2482,DataAnalyticsCourse,166.0,3887.0,192.0,24.0,9.0,5.421686746987952,1890.0,2024-11-13,Hyderabad,TABLET,data analytics course
A2484,DataAnalyticsCourse,125.0,3017.0,232.51,14.0,7.0,5.6000000000000005,1510.0,2024-11-08,Hyderabad,tablet,data anaytics training
A2486,Data Analytics Corse,151.0,3992.0,212.42,10.0,9.0,5.960264900662252,1890.0,2024-11-26,Hyderabad,Tablet,learn data analytics
A2488,Data Analytcis Course,84.0,4051.0,196.83,21.0,4.0,4.761904761904762,1094.0,2024-11-14,Hyderabad,Mobile,online data analytic
A2489,Data Anlytics Corse,127.0,3541.0,239.47,16.0,10.0,7.874015748031496,1474.0,2024-11-25,Hyderabad,TABLET,data anaytics training
A2492,Data Analytics Corse,141.0,4764.0,187.72,28.0,4.0,2.8368794326241136,1428.0,2024-11-16,Hyderabad,mobile,analytics for data
A2495,DataAnalyticsCourse,124.0,5212.0,190.83,13.0,6.0,4.838709677419355,1399.0,2024-11-07,Hyderabad,DESKTOP,data analytics course
A2497,Data Analytics Corse,111.0,3177.0,224.51,18.0,8.0,7.207207207207207,1946.0,2024-11-25,Hyderabad,Desktop,learn data analytics
A2500,DataAnalyticsCourse,138.0,5314.0,198.39,17.0,10.0,7.246376811594203,1250.0,2024-11-20,Hyderabad,Desktop,online data analytic
A2502,Data Analytcis Course,183.0,3920.0,235.79,20.0,7.0,3.825136612021858,1238.0,2024-11-17,Hyderabad,mobile,data anaytics training
A2503,Data Analytics Corse,154.0,4603.0,214.0,20.0,3.0,1.948051948051948,1709.0,2024-11-18,Hyderabad,TABLET,data analytics course
A2507,Data Analytics Corse,170.0,5953.0,186.11,25.0,8.0,4.705882352941177,1080.0,2024-11-26,Hyderabad,MOBILE,data analitics online
A2510,Data Anlytics Corse,145.0,4882.0,217.25,22.0,3.0,2.0689655172413794,1814.0,2024-11-19,Hyderabad,MOBILE,analytics for data
A2511,Data Anlytics Corse,83.0,3212.0,243.86,25.0,4.0,4.819277108433735,1612.0,2024-11-19,Hyderabad,Mobile,data analytics course
A2513,Data Analytics Corse,140.0,5227.0,222.57,27.0,3.0,2.142857142857143,1527.0,2024-11-18,Hyderabad,desktop,learn data analytics
A2515,Data Analytics Corse,105.0,3300.0,180.25,22.0,10.0,9.523809523809524,1640.0,2024-11-21,Hyderabad,mobile,online data analytic
A2516,DataAnalyticsCourse,181.0,4857.0,215.59,13.0,8.0,4.41988950276243,1883.0,2024-11-23,Hyderabad,DESKTOP,learn data analytics
A2526,Data Analytcis Course,82.0,5430.0,205.46,18.0,5.0,6.097560975609756,1435.0,2024-11-30,Hyderabad,MOBILE,online data analytic
A2527,Data Analytics Corse,164.0,5179.0,206.72,18.0,9.0,5.487804878048781,1213.0,2024-11-27,Hyderabad,TABLET,data analytics course
A2538,Data Analytcis Course,91.0,4710.0,199.18,21.0,9.0,9.89010989010989,1431.0,2024-11-10,Hyderabad,TABLET,data analytics course
A2543,Data Analytics Corse,151.0,5389.0,227.07,18.0,10.0,6.622516556291391,1318.0,2024-11-20,Hyderabad,desktop,data anaytics training
A2545,DataAnalyticsCourse,120.0,3060.0,197.96,20.0,8.0,6.666666666666667,1679.0,2024-11-23,Hyderabad,TABLET,analytics for data
A2548,DataAnalyticsCourse,151.0,4675.0,183.02,14.0,7.0,4.635761589403973,1000.0,2024-11-10,Hyderabad,mobile,analytics for data
A2551,Data Anlytics Corse,134.0,4172.0,191.8,26.0,5.0,3.731343283582089,1170.0,2024-11-18,Hyderabad,tablet,online data analytic
A2554,Data Anlytics Corse,160.0,5664.0,210.58,16.0,9.0,5.625,1836.0,2024-11-07,Hyderabad,mobile,data anaytics training
A2557,DataAnalyticsCourse,159.0,5078.0,182.57,30.0,8.0,5.031446540880504,1541.0,2024-11-09,Hyderabad,Mobile,data analytics course
A2558,Data Analytcis Course,104.0,5257.0,220.44,17.0,7.0,6.730769230769231,1462.0,2024-11-27,Hyderabad,mobile,data analitics online
A2565,Data Analytcis Course,140.0,4896.0,207.51,17.0,7.0,5.0,1505.0,2024-11-11,Hyderabad,mobile,data analitics online
A2566,Data Analytcis Course,80.0,5756.0,205.38,16.0,4.0,5.0,1778.0,2024-11-20,Hyderabad,desktop,online data analytic
A2567,DataAnalyticsCourse,155.0,5696.0,236.44,13.0,3.0,1.935483870967742,1207.0,2024-11-23,Hyderabad,mobile,data analitics online
A2571,DataAnalyticsCourse,160.0,3163.0,238.95,20.0,8.0,5.0,1569.0,2024-11-26,Hyderabad,desktop,online data analytic
A2572,Data Analytics Corse,175.0,3732.0,231.25,16.0,10.0,5.714285714285714,1014.0,2024-11-15,Hyderabad,Mobile,learn data analytics
A2573,Data Analytcis Course,123.0,3860.0,224.63,24.0,8.0,6.504065040650407,1800.0,2024-11-15,Hyderabad,DESKTOP,analytics for data
A2584,Data Anlytics Corse,139.0,3944.0,215.57,29.0,3.0,2.158273381294964,1863.0,2024-11-04,Hyderabad,Tablet,analytics for data
A2586,DataAnalyticsCourse,157.0,4127.0,200.44,30.0,8.0,5.095541401273886,1044.0,2024-11-15,Hyderabad,desktop,data anaytics training
A2587,Data Analytcis Course,112.0,4944.0,233.83,19.0,4.0,3.571428571428571,1296.0,2024-11-27,Hyderabad,TABLET,data anaytics training
A2588,Data Anlytics Corse,82.0,4534.0,203.89,10.0,6.0,7.317073170731707,1589.0,2024-11-26,Hyderabad,TABLET,online data analytic
A2589,DataAnalyticsCourse,152.0,5894.0,219.23,14.0,5.0,3.289473684210526,1641.0,2024-11-13,Hyderabad,MOBILE,data anaytics training
A2591,DataAnalyticsCourse,84.0,5573.0,215.57,23.0,6.0,7.142857142857142,1656.0,2024-11-12,Hyderabad,Desktop,online data analytic
A2593,Data Anlytics Corse,82.0,3556.0,215.57,16.0,5.0,6.097560975609756,1331.0,2024-11-17,Hyderabad,MOBILE,data analitics online
A2594,Data Analytcis Course,192.0,4920.0,192.15,18.0,10.0,5.208333333333334,1665.0,2024-11-09,Hyderabad,Mobile,data analitics online
A2597,Data Analytics Corse,140.0,4507.0,182.66,22.0,10.0,7.142857142857142,1482.0,2024-11-24,Hyderabad,DESKTOP,learn data analytics
A2598,DataAnalyticsCourse,147.0,4507.0,190.42,27.0,8.0,5.442176870748299,1073.0,2024-11-05,Hyderabad,Desktop,learn data analytics
A2600,Data Analytcis Course,140.0,3355.0,186.9,20.0,4.0,2.857142857142857,1524.0,2024-11-10,Hyderabad,MOBILE,online data analytic
A2601,DataAnalyticsCourse,160.0,3711.0,214.41,10.0,6.0,3.75,1550.0,2024-11-07,Hyderabad,Mobile,analytics for data
A2606,Data Anlytics Corse,145.0,5875.0,221.0,14.0,7.0,4.827586206896552,1230.0,2024-11-24,Hyderabad,Desktop,learn data analytics
A2607,Data Analytics Corse,118.0,3404.0,183.15,27.0,7.0,5.932203389830509,1489.0,2024-11-21,Hyderabad,tablet,learn data analytics
A2608,Data Anlytics Corse,171.0,3567.0,233.32,27.0,4.0,2.3391812865497075,1271.0,2024-11-05,Hyderabad,desktop,analytics for data
A2610,Data Analytcis Course,100.0,4994.0,206.32,21.0,7.0,7.000000000000001,1673.0,2024-11-20,Hyderabad,Tablet,learn data analytics
